,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,engine_rpm,torque
203,Hyundai Elantra GLS,2006.0,140000.0,120000.0,3,1,0,0,13.1,1795.0,127.0,5.0,2800.0,360.0
204,Hyundai Verna VTVT 1.6 SX,2017.0,866000.0,37800.0,3,1,1,0,17.0,1591.0,121.3,5.0,2500.0,135.0
205,Mahindra Logan Diesel 1.5 DLS,2011.0,229999.0,105000.0,1,1,1,2,19.2,1461.0,65.0,5.0,2500.0,135.0
206,Volkswagen Passat 1.8 TSI MT,2010.0,700000.0,114000.0,3,1,1,0,14.3,1798.0,160.0,5.0,2750.0,259.8
207,Mitsubishi Lancer 2.0 L Diesel LX,2008.0,160000.0,100000.0,1,1,1,0,14.8,1998.0,68.0,5.0,2750.0,259.8
208,Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010.0,300000.0,48000.0,3,1,1,0,15.8,1172.0,65.0,5.0,2750.0,219.6
209,Ford Fiesta 1.6 ZXi ABS,2010.0,250000.0,47000.0,3,1,1,0,15.3,1596.0,101.0,5.0,2750.0,219.6
210,Mahindra XUV500 W11 Option AWD,2019.0,1700000.0,32000.0,1,1,1,0,15.1,2179.0,155.0,7.0,4000.0,173.0
211,Hyundai i20 Asta,2009.0,210000.0,89322.0,3,1,1,2,17.0,1197.0,80.0,5.0,4000.0,173.0
212,Tata Indigo CS LS (TDI) BS-III,2016.0,375000.0,100000.0,1,1,1,0,19.09,1405.0,69.01,5.0,3500.0,90.0
213,Hyundai Verna CRDi,2007.0,170000.0,120000.0,1,1,1,2,16.8,1493.0,110.0,5.0,3500.0,90.0
214,Hyundai Verna 1.6 SX,2013.0,522000.0,150000.0,1,1,1,2,22.32,1582.0,126.32,5.0,1750.0,200.0
215,Honda City 2017-2020 EXi,2008.0,105000.0,110000.0,3,1,1,2,17.7,1497.0,78.0,5.0,1750.0,200.0
216,Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,451999.0,69000.0,1,1,1,0,21.9,1396.0,88.76,5.0,4000.0,115.0
217,Volkswagen Jetta 2.0 TDI Comfortline,2011.0,350000.0,120000.0,1,1,1,2,15.0,1896.0,105.0,5.0,4000.0,115.0
218,Toyota Corolla Altis G,2009.0,300000.0,100000.0,3,1,1,2,14.53,1798.0,138.1,5.0,3500.0,90.0
219,Ford Endeavour 4x2 XLT Limited Edition,2009.0,480000.0,70000.0,1,1,1,4,10.9,2499.0,143.0,7.0,3500.0,90.0
220,Maruti Celerio VXI,2020.0,475000.0,13000.0,3,1,1,0,21.63,998.0,67.04,5.0,1900.0,200.0
221,Hyundai Verna CRDi ABS,2007.0,240000.0,110000.0,1,1,1,0,18.1,1493.0,110.0,5.0,1900.0,200.0
222,Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,780000.0,60000.0,1,1,1,0,24.3,1248.0,88.5,5.0,2750.0,259.9
223,Hyundai Accent GLE,2009.0,120000.0,70000.0,3,1,1,2,13.2,1495.0,94.0,5.0,2750.0,259.9
224,Maruti Swift Dzire VXI,2017.0,595000.0,40000.0,3,1,1,0,20.85,1197.0,83.14,5.0,3250.0,205.0
225,Tata Indigo LS,2011.0,175000.0,85700.0,1,1,1,2,17.0,1405.0,70.0,5.0,3250.0,205.0
226,Maruti Wagon R VXI BS IV,2017.0,440000.0,35000.0,3,1,1,0,20.51,998.0,67.04,5.0,2000.0,190.0
227,Tata Indigo CS GLS BSIII,2011.0,120000.0,70000.0,3,1,1,2,15.2,1193.0,65.0,5.0,2000.0,190.0
228,Maruti Swift LXi BSIV,2018.0,490000.0,28000.0,3,0,1,0,16.1,1197.0,85.0,5.0,4250.0,91.0
229,Nissan Terrano XL 85 PS,2014.0,400000.0,70000.0,1,1,1,4,20.45,1461.0,83.8,5.0,3500.0,90.0
230,Hyundai Santro Xing GL LPG,2012.0,175000.0,60000.0,2,1,1,2,17.8,1086.0,63.0,5.0,3500.0,90.0
231,Hyundai Creta 1.6 CRDi SX,2016.0,1140000.0,50000.0,1,1,1,0,19.67,1582.0,126.2,5.0,3000.0,62.0
232,Maruti Zen Estilo Sports,2010.0,150000.0,39000.0,3,1,1,0,16.9,1061.0,64.9,5.0,3000.0,62.0
233,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,850000.0,76139.0,1,1,1,0,23.0,1498.0,98.96,5.0,1750.0,200.0
234,Hyundai i20 Asta (o),2010.0,350000.0,80000.0,3,1,1,0,17.0,1197.0,80.0,5.0,1750.0,200.0
235,Maruti Swift Dzire VDi,2012.0,370000.0,175000.0,1,1,1,1,19.3,1248.0,73.9,5.0,3000.0,96.1
236,Toyota Corolla AE,2003.0,145000.0,70000.0,3,1,1,2,13.4,1794.0,125.0,5.0,3000.0,96.1
237,Renault KWID 1.0,2018.0,350000.0,25000.0,3,1,1,0,23.01,999.0,67.0,5.0,1750.0,200.0
238,Tata Indica V2 DLS TC,2009.0,90000.0,118000.0,1,1,1,2,16.8,1405.0,62.0,5.0,1750.0,200.0
239,Maruti Celerio VXI,2015.0,360000.0,40000.0,3,1,1,2,23.1,998.0,67.04,5.0,4500.0,109.0
240,Maruti Swift ZXI ABS,2005.0,130000.0,120000.0,3,1,1,2,16.1,1298.0,88.2,5.0,4500.0,109.0
241,Maruti Alto LXi,2008.0,105000.0,65000.0,3,1,1,1,19.7,796.0,46.3,5.0,3000.0,400.0
242,Honda City 2017-2020 VTEC,2006.0,150000.0,120000.0,3,1,1,2,16.9,1497.0,100.0,5.0,3000.0,400.0
243,Maruti Ertiga VDI,2013.0,625000.0,90000.0,1,1,1,2,20.77,1248.0,88.76,7.0,5200.0,202.0
244,Ford Ikon 1.3 Flair,2005.0,150000.0,15858.0,3,1,1,0,13.8,1299.0,70.0,5.0,5200.0,202.0
245,Hyundai Santro Xing GLS,2009.0,135000.0,80000.0,3,1,1,2,17.92,1086.0,62.1,5.0,2500.0,430.0
246,Hyundai i20 Magna,2009.0,229999.0,60000.0,3,1,1,4,18.5,1197.0,80.0,5.0,2500.0,430.0
247,Maruti Ertiga VDI,2015.0,700000.0,110000.0,1,1,1,2,20.77,1248.0,88.76,7.0,4300.0,347.0
248,Hyundai i20 Magna,2009.0,235000.0,100000.0,3,1,1,0,18.5,1197.0,80.0,5.0,4300.0,347.0
249,Honda Amaze S i-VTEC,2019.0,690000.0,1303.0,3,0,1,0,17.8,1198.0,86.7,5.0,2250.0,382.0
250,Hyundai Accent GLS,2002.0,55000.0,120000.0,3,1,1,1,13.2,1495.0,94.0,5.0,2250.0,382.0
251,Audi Q5 35TDI Premium Plus,2018.0,3975000.0,31800.0,1,0,0,0,17.01,1968.0,188.0,5.0,2400.0,620.0
252,Honda City 2017-2020 GXi,2008.0,200000.0,110000.0,3,1,1,2,17.7,1497.0,78.0,5.0,2400.0,620.0
253,Lexus ES 300h,2019.0,5150000.0,20000.0,3,0,0,0,22.37,2487.0,214.56,5.0,2500.0,400.0
254,Skoda Laura Ambiente,2010.0,250000.0,100000.0,1,1,1,2,17.5,1896.0,106.0,5.0,2500.0,400.0
255,Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1,0,0,0,19.33,1999.0,177.0,5.0,2500.0,400.0
256,Skoda Laura Ambiente 1.9 PD,2008.0,229999.0,110000.0,1,1,1,2,17.5,1896.0,106.0,5.0,2500.0,400.0
257,Jeep Wrangler 2016-2019 3.6 4X4,2017.0,4100000.0,17000.0,3,1,0,0,9.5,3604.0,280.0,5.0,5000.0,250.0
258,Ford Fiesta 1.4 ZXi TDCi ABS,2011.0,320000.0,130000.0,1,1,1,2,17.8,1399.0,68.0,5.0,5000.0,250.0
259,Land Rover Discovery Sport TD4 SE,2019.0,4500000.0,21000.0,1,0,0,0,12.83,1999.0,148.31,7.0,1800.0,500.0
260,Hyundai Getz 1.1 GVS,2008.0,155000.0,60000.0,3,1,1,4,15.0,1086.0,66.6,5.0,1800.0,500.0
261,Mercedes-Benz S-Class S 350 CDI,2017.0,6000000.0,37000.0,1,0,0,0,13.5,2987.0,254.79,5.0,3600.0,250.0
262,Hyundai Verna CRDi SX ABS,2008.0,250000.0,110000.0,1,1,1,2,18.1,1493.0,110.0,5.0,3600.0,250.0
263,BMW 5 Series 520d Sport Line,2018.0,3790000.0,29500.0,1,0,0,0,22.48,1995.0,187.74,5.0,4600.0,145.0
264,Hyundai i20 1.2 Sportz,2011.0,290000.0,90000.0,3,1,1,4,17.0,1197.0,80.0,5.0,4000.0,173.0
265,Skoda Superb LK 1.8 TSI AT,2018.0,1864999.0,50000.0,3,0,0,0,14.67,1798.0,177.46,5.0,2750.0,550.0
266,Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005.0,160000.0,220000.0,1,1,1,0,14.8,2499.0,80.0,0.0,2750.0,550.0
267,Mercedes-Benz E-Class E250 Edition E,2016.0,2700000.0,35000.0,1,0,0,0,15.0,2143.0,204.0,5.0,1750.0,200.0
268,Ford Fiesta 1.4 Durasport EXI,2007.0,120000.0,80000.0,3,1,1,2,16.6,1388.0,68.0,5.0,1750.0,200.0
269,MG Hector Sharp AT BSIV,2019.0,1750000.0,19000.0,3,0,0,0,13.96,1451.0,141.0,5.0,1600.0,490.0
270,Tata Indigo LX,2010.0,130000.0,120000.0,1,1,1,0,17.0,1405.0,70.0,5.0,1600.0,490.0
271,Honda City i-VTEC CVT VX,2017.0,795000.0,41000.0,3,0,0,0,18.0,1497.0,117.6,5.0,2750.0,250.0
272,Ford Fiesta 1.4 Duratec EXI Limited Edition,2007.0,142000.0,97000.0,3,1,1,0,16.6,1388.0,68.0,5.0,2750.0,250.0
273,Toyota Corolla Altis 1.8 G CVT,2013.0,625000.0,39000.0,3,0,0,0,14.28,1798.0,138.03,5.0,4700.0,177.5
274,Chevrolet Tavera LS B3 10 Seats BSII,2006.0,225000.0,100000.0,1,1,1,0,14.8,2499.0,80.0,0.0,4700.0,177.5
275,Volvo XC40 D4 R-Design,2018.0,3400000.0,22000.0,1,0,0,0,18.0,1969.0,190.0,5.0,2500.0,430.0
276,Maruti Wagon R LXI DUO BSIII,2006.0,110000.0,120000.0,2,1,1,4,17.3,1061.0,57.5,5.0,2500.0,430.0
277,Audi Q7 35 TDI Quattro Premium,2015.0,2650000.0,53000.0,1,0,0,0,12.07,2967.0,241.4,7.0,4000.0,170.0
278,Toyota Corolla AE,2006.0,150000.0,100000.0,3,1,1,1,13.4,1794.0,125.0,5.0,4000.0,170.0
279,Maruti Ciaz ZDi,2015.0,535000.0,40000.0,1,0,1,0,26.21,1248.0,88.5,5.0,3800.0,153.0
280,Ford Fiesta 1.4 Duratorq ZXI,2006.0,180000.0,114321.0,1,1,1,2,17.8,1399.0,68.0,5.0,3800.0,153.0
281,Mercedes-Benz S-Class S 350 CDI,2017.0,5850000.0,47000.0,1,0,0,0,13.5,2987.0,282.0,5.0,4700.0,177.5
282,Hyundai Santro Xing XS,2007.0,140000.0,80000.0,3,1,1,2,17.8,1086.0,63.0,5.0,4700.0,177.5
283,BMW 5 Series 523i,2010.0,975000.0,72200.0,3,0,0,2,10.8,2497.0,150.0,5.0,3800.0,153.0
284,Maruti Wagon R LXI BSIII,2006.0,150000.0,100000.0,3,1,1,2,14.0,1061.0,64.0,5.0,3800.0,153.0
285,Hyundai Elantra S,2016.0,805000.0,49900.0,3,0,1,0,16.3,1797.0,147.5,5.0,4000.0,300.0
286,Hyundai Verna Xi (Petrol),2007.0,220000.0,108000.0,3,1,1,4,13.9,1599.0,103.2,5.0,4000.0,300.0
287,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2625000.0,9000.0,1,0,0,0,13.6,1999.0,177.0,5.0,4000.0,130.0
288,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,811000.0,11000.0,3,0,1,0,17.0,1198.0,108.5,5.0,1400.0,300.0
289,Tata Indica V2 DLS,2007.0,70000.0,110000.0,1,1,1,2,17.2,1396.0,53.5,5.0,1400.0,300.0
290,Volkswagen Vento Petrol Highline,2011.0,375000.0,49000.0,3,1,1,0,15.04,1598.0,103.6,5.0,4800.0,146.0
291,Hyundai Verna 1.6 Xi ABS,2008.0,114999.0,55000.0,3,1,1,2,13.9,1599.0,103.2,5.0,4800.0,146.0
292,Hyundai Elantra SX,2012.0,550000.0,95000.0,3,1,1,0,16.3,1797.0,147.5,5.0,4200.0,113.0
293,Tata Indica V2 GLX BSIII,2008.0,65000.0,50000.0,3,1,1,2,15.3,1396.0,70.0,5.0,4200.0,113.0
294,Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,3,0,0,0,14.3,1598.0,103.5,5.0,3500.0,90.0
295,Maruti SX4 Vxi BSIII,2009.0,150000.0,110000.0,3,1,1,0,15.0,1586.0,104.68,5.0,3500.0,90.0
296,Mercedes-Benz CLA 200 CGI Sport,2018.0,2550000.0,18000.0,3,0,0,0,15.04,1991.0,183.0,5.0,4200.0,113.0
297,Hyundai i20 1.2 Asta,2010.0,250000.0,60000.0,3,1,1,0,17.0,1197.0,80.0,5.0,4200.0,113.0
298,Maruti Ertiga ZXI,2014.0,599000.0,46100.0,3,0,1,0,16.02,1373.0,93.7,7.0,3400.0,360.0
299,Mahindra Scorpio 2.6 DX,2006.0,350000.0,90000.0,1,1,1,0,12.7,2609.0,116.6,8.0,3400.0,360.0
300,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017.0,2700000.0,16000.0,3,0,0,0,14.74,1991.0,181.04,5.0,2750.0,260.0
301,Chevrolet Tavera B1-10 seats BSII,2010.0,280000.0,100000.0,1,1,1,2,14.8,2499.0,80.0,0.0,2750.0,260.0
302,Honda City V AT,2017.0,875000.0,18000.0,3,0,0,0,15.6,1497.0,116.3,5.0,2500.0,400.0
303,Hyundai Verna 1.6 Xi ABS,2008.0,275000.0,52000.0,3,1,1,2,13.9,1599.0,103.2,5.0,2500.0,400.0
304,Toyota Glanza V CVT,2019.0,894999.0,9654.0,3,0,0,0,19.56,1197.0,81.8,5.0,4500.0,213.0
305,Maruti Alto K10 VXI,2011.0,175000.0,11000.0,3,0,1,0,23.95,998.0,67.05,5.0,2500.0,400.0
306,Mitsubishi Lancer 2.0 LXd,1999.0,155000.0,100000.0,1,1,1,4,14.8,1998.0,68.0,5.0,2500.0,400.0
307,Maruti Swift VXI,2012.0,340000.0,24300.0,3,0,1,0,21.21,1197.0,81.8,5.0,4000.0,224.0
308,Ford Ikon 1.3 Flair,2005.0,120000.0,90000.0,3,1,1,2,13.8,1299.0,70.0,5.0,4000.0,224.0
309,Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1525000.0,42163.0,1,0,0,2,11.36,2755.0,171.5,7.0,4000.0,130.0
310,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006.0,650000.0,40000.0,3,1,1,0,11.7,1796.0,178.0,5.0,4000.0,130.0
311,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018.0,1025000.0,8000.0,1,0,0,0,21.5,1497.0,108.5,5.0,1740.0,640.0
312,Hyundai Santro Xing XS,2007.0,120000.0,120000.0,3,1,1,0,17.8,1086.0,63.0,5.0,1740.0,640.0
313,BMW 3 Series 320d Luxury Line,2016.0,2150000.0,30000.0,1,0,0,0,22.69,1995.0,190.0,5.0,2500.0,250.0
314,Audi A4 1.8 TFSI,2010.0,730000.0,55000.0,3,1,0,2,12.3,1781.0,163.2,5.0,2500.0,250.0
315,Toyota Camry 2.5 Hybrid,2016.0,1900000.0,41000.0,3,0,0,0,19.16,2494.0,157.7,5.0,4000.0,112.0
316,Maruti SX4 Vxi BSIII,2007.0,125000.0,120000.0,3,1,1,4,15.0,1586.0,104.68,5.0,4000.0,112.0
317,BMW 5 Series 520d Luxury Line,2016.0,2900000.0,12000.0,1,0,0,0,18.12,1995.0,190.0,5.0,2000.0,160.0
318,Maruti Wagon R LX BSIII,2008.0,80000.0,100000.0,3,1,1,4,17.3,1061.0,64.0,5.0,2000.0,160.0
319,Toyota Camry W4 (AT),2009.0,450000.0,71000.0,3,0,0,0,12.1,2362.0,164.7,5.0,4200.0,113.0
320,Tata Indigo LS,2005.0,90000.0,120000.0,1,1,1,1,16.1,1405.0,70.0,5.0,4200.0,113.0
321,Maruti Ertiga BSIV ZXI Plus,2016.0,850000.0,20000.0,3,1,1,0,17.5,1373.0,91.1,7.0,3500.0,90.0
322,Tata Indigo LX,2007.0,150000.0,120000.0,1,1,1,2,17.0,1405.0,70.0,5.0,3500.0,90.0
323,Volvo XC90 T8 Excellence BSIV,2017.0,10000000.0,30000.0,3,1,0,0,42.0,1969.0,400.0,4.0,4000.0,114.7
324,Hyundai Accent GLE,2005.0,80500.0,50000.0,3,1,1,4,13.2,1495.0,94.0,5.0,4000.0,114.7
325,Volkswagen Vento Diesel Highline,2011.0,300000.0,100000.0,1,1,1,2,20.54,1598.0,103.6,5.0,2500.0,59.0
326,Maruti Swift VXi BSIV,2006.0,189000.0,93000.0,3,1,1,2,16.1,1197.0,85.0,5.0,2500.0,59.0
327,Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,575000.0,9500.0,3,1,1,0,18.16,1196.0,86.8,5.0,4500.0,113.0
328,Ford Fiesta EXi 1.4 TDCi Ltd,2011.0,260000.0,110000.0,1,1,1,2,17.8,1399.0,68.0,5.0,4500.0,113.0
329,Ford Figo Diesel LXI,2011.0,160000.0,120000.0,1,1,1,0,20.0,1399.0,68.0,5.0,4000.0,114.0
330,Maruti Swift VXI Optional,2015.0,515000.0,36600.0,3,1,1,0,20.4,1197.0,81.8,5.0,4300.0,95.0
331,Tata Indigo GLX,2005.0,100000.0,90000.0,3,1,1,2,12.8,1396.0,85.0,5.0,4300.0,95.0
332,Maruti Wagon R AMT VXI,2015.0,390000.0,50000.0,3,1,0,2,20.51,998.0,67.0,5.0,4000.0,114.0
333,Tata Indigo LX,2004.0,100000.0,60000.0,1,1,1,4,16.1,1405.0,70.0,5.0,4000.0,114.0
334,Hyundai i20 Magna 1.2,2016.0,550000.0,14000.0,3,1,1,2,18.6,1197.0,81.83,5.0,4000.0,114.0
335,Maruti SX4 Zxi BSIII,2009.0,200000.0,110000.0,3,1,1,4,15.0,1586.0,104.68,5.0,4000.0,114.0
336,Maruti 800 Std,1999.0,40000.0,40000.0,3,1,1,2,16.1,796.0,37.0,4.0,4000.0,114.0
337,Tata Indica V2 DLE BSII,2007.0,90000.0,90000.0,1,1,1,4,17.2,1396.0,53.5,5.0,4000.0,114.0
338,Maruti Ritz VDi,2010.0,220000.0,120000.0,1,1,1,0,21.1,1248.0,73.9,5.0,4600.0,128.46711499999998
339,Tata Indigo LS,2004.0,80000.0,248200.0,1,1,1,2,16.1,1405.0,70.0,5.0,4600.0,128.46711499999998
340,Hyundai Grand i10 Magna,2015.0,425000.0,70000.0,3,1,1,0,18.9,1197.0,82.0,5.0,2800.0,205.0
341,Skoda Octavia RS 1.8 Turbo Petrol MT,2006.0,100000.0,120000.0,3,1,1,4,13.1,1781.0,149.5,5.0,2800.0,205.0
342,Volkswagen Ameo 1.0 MPI Trendline,2019.0,480000.0,13000.0,3,1,1,0,19.44,999.0,75.0,5.0,3500.0,71.0
343,Hyundai Sonata 2.4L AT,2008.0,168000.0,50000.0,3,1,0,0,11.0,2359.0,165.0,5.0,3500.0,71.0
344,Hyundai Grand i10 Sportz,2014.0,400000.0,60000.0,3,1,1,2,18.9,1197.0,82.0,5.0,3400.0,343.0
345,Toyota Corolla H2,2008.0,150000.0,60000.0,3,1,1,2,13.4,1794.0,125.0,5.0,3400.0,343.0
346,Maruti Swift Dzire VXI,2014.0,487000.0,35000.0,3,1,1,0,19.1,1197.0,85.8,5.0,3600.0,115.0
347,BMW 5 Series 520d,2008.0,1100000.0,122000.0,1,1,0,2,18.48,1995.0,177.0,5.0,3600.0,115.0
348,Hyundai Xcent 1.2 Kappa S,2016.0,386000.0,44000.0,3,1,1,2,19.1,1197.0,82.0,5.0,3000.0,190.0
349,Maruti 800 Uniq,2010.0,60000.0,100000.0,3,1,1,1,14.0,796.0,37.5,5.0,3000.0,190.0
350,Honda City 1.5 EXI,2005.0,100000.0,120000.0,3,1,1,2,13.0,1493.0,100.0,5.0,4800.0,146.0
351,Honda City 2017-2020 VTEC,2006.0,150000.0,80000.0,3,1,1,2,16.9,1497.0,100.0,5.0,4800.0,146.0
352,Toyota Corolla Altis Diesel D4DG,2010.0,300000.0,60000.0,1,1,1,0,21.43,1364.0,87.2,5.0,4500.0,78.0
353,Tata Sumo CX 9 Seater,2008.0,150000.0,120000.0,1,1,1,0,12.2,1948.0,68.0,9.0,4500.0,78.0
354,Daewoo Matiz SD,2000.0,100000.0,60000.0,3,1,1,0,18.5,796.0,53.0,5.0,3500.0,90.0
355,Maruti SX4 Zxi BSIII,2010.0,300000.0,50000.0,3,1,1,0,15.0,1586.0,104.68,5.0,3500.0,90.0
356,Toyota Fortuner 4x2 Manual,2014.0,1750000.0,30000.0,1,1,1,2,13.0,2982.0,168.5,7.0,3000.0,146.11908499999998
357,Mahindra Logan Petrol 1.4 GLE,2010.0,200000.0,120000.0,3,1,1,0,15.7,1390.0,75.0,5.0,3000.0,146.11908499999998
358,Mahindra KUV 100 mFALCON G80 K8,2016.0,450000.0,15000.0,3,1,1,2,18.15,1198.0,82.0,6.0,4000.0,115.0
359,Honda City 2017-2020 GXi,2007.0,210000.0,140000.0,3,1,1,0,17.7,1497.0,78.0,5.0,4000.0,115.0
360,Tata Zest Quadrajet 1.3 75PS XM,2017.0,490000.0,90000.0,1,1,1,0,22.95,1248.0,74.0,5.0,3200.0,115.0
361,Maruti Swift ZXI BSIII,2006.0,120000.0,44000.0,3,1,1,2,16.1,1298.0,88.2,5.0,3200.0,115.0
362,Honda City 1.5 S MT,2009.0,345000.0,47000.0,3,1,1,2,17.0,1497.0,118.0,5.0,4000.0,117.0
363,Tata Indica V2 DLS TC,2004.0,100000.0,40000.0,1,1,1,2,16.8,1405.0,62.0,5.0,4000.0,117.0
364,Maruti Zen LXI,2005.0,85000.0,90000.0,3,1,1,0,17.3,993.0,60.0,5.0,1750.0,200.0
365,Tata Indigo LX,2012.0,185000.0,80000.0,1,1,1,0,16.1,1405.0,70.0,5.0,1750.0,200.0
366,Maruti Wagon R VXI BS IV with ABS,2010.0,215000.0,120600.0,3,1,1,2,18.9,998.0,67.1,5.0,3500.0,114.0
367,Maruti SX4 Vxi BSIII,2008.0,150000.0,100000.0,3,1,1,1,15.0,1586.0,104.68,5.0,3500.0,114.0
368,Hyundai Verna Transform SX VTVT,2010.0,320000.0,100000.0,3,1,1,4,16.2,1599.0,103.2,5.0,1750.0,200.0
369,Honda City 2017-2020 EXi,2007.0,138000.0,120000.0,3,1,1,2,17.7,1497.0,78.0,5.0,1750.0,200.0
370,Maruti Swift Dzire VXI,2016.0,459999.0,60000.0,3,1,1,2,20.85,1197.0,83.14,5.0,4600.0,145.0
371,Maruti Wagon R LX BSIII,2009.0,235000.0,70000.0,3,1,1,2,17.3,1061.0,64.0,5.0,4600.0,145.0
372,Hyundai Getz GLS,2005.0,65000.0,86000.0,3,1,1,0,15.3,1341.0,83.0,5.0,4500.0,109.0
373,Honda City 2017-2020 GXi,2006.0,200000.0,100000.0,3,1,1,2,17.7,1497.0,78.0,5.0,4500.0,109.0
374,Hyundai Elite i20 Sportz Plus BSIV,2020.0,720000.0,5000.0,3,1,1,0,18.6,1197.0,81.86,5.0,3500.0,77.0
375,Honda City 2017-2020 GXi,2006.0,220000.0,100000.0,3,1,1,2,17.7,1497.0,78.0,5.0,3500.0,77.0
376,Maruti Ciaz 1.3 Alpha,2017.0,800000.0,37000.0,1,1,1,0,28.09,1248.0,88.5,5.0,4000.0,115.0
377,Honda City 2017-2020 GXi,2006.0,180000.0,120000.0,3,1,1,2,17.7,1497.0,78.0,5.0,4000.0,115.0
378,Tata Tigor 1.2 Revotron XZ,2019.0,520000.0,14000.0,3,1,1,0,20.3,1199.0,84.0,5.0,4000.0,113.7
379,Maruti Ertiga VDI,2015.0,580000.0,70000.0,1,1,1,0,20.77,1248.0,88.76,7.0,3500.0,90.0
380,Mitsubishi Lancer 2.0 GLd,2008.0,165000.0,120000.0,1,1,1,4,14.8,1998.0,68.0,5.0,3500.0,90.0
381,Tata Spacio Gold-10/6 Str BSII,2007.0,100000.0,120000.0,1,1,1,4,14.6,2956.0,63.0,0.0,4200.0,113.0
382,Honda City i VTEC S,2015.0,600000.0,50000.0,3,1,1,0,17.4,1497.0,117.3,5.0,3500.0,69.0
383,Mercedes-Benz New C-Class 200 K AT,2007.0,500000.0,120000.0,3,1,0,0,11.7,1796.0,178.0,5.0,3500.0,69.0
384,Honda Brio S MT,2014.0,290000.0,60000.0,3,1,1,2,19.4,1198.0,86.8,5.0,4200.0,113.0
385,Toyota Corolla H2,2006.0,150000.0,90000.0,3,1,1,4,13.4,1794.0,125.0,5.0,4200.0,113.0
386,Maruti Wagon R LXI CNG,2016.0,360000.0,50000.0,0,1,1,0,26.6,998.0,58.16,5.0,4200.0,113.0
387,Hyundai i20 1.2 Asta,2011.0,220000.0,220000.0,3,1,1,1,17.0,1197.0,80.0,5.0,4200.0,113.0
388,Maruti Swift Dzire VXI,2017.0,550000.0,50000.0,3,1,1,0,20.85,1197.0,83.14,5.0,3000.0,320.0
389,Toyota Corolla AE,2004.0,135000.0,90000.0,3,1,1,2,13.4,1794.0,125.0,5.0,3000.0,320.0
390,Hyundai i20 Sportz 1.2,2013.0,375000.0,70000.0,3,1,1,0,18.5,1197.0,82.85,5.0,4000.0,113.7
391,Hyundai Verna CRDi SX,2006.0,135000.0,120000.0,1,1,1,2,16.8,1493.0,110.0,5.0,4000.0,113.7
392,Honda Accord VTi-L MT,2006.0,200000.0,60000.0,3,1,1,4,11.9,2354.0,144.0,5.0,2000.0,190.0
393,Maruti Wagon R AMT VXI,2018.0,420000.0,35000.0,3,1,0,0,20.51,998.0,67.0,5.0,3500.0,90.0
394,Tata Sumo EX 10/7 Str BSIII,2008.0,200000.0,80000.0,1,1,1,0,12.2,1948.0,68.0,0.0,3500.0,90.0
395,Maruti Swift Dzire VXI 1.2,2017.0,550000.0,20000.0,3,1,1,0,21.21,1197.0,81.8,5.0,4000.0,173.0
396,Hyundai Verna CRDi,2007.0,185000.0,120000.0,1,1,1,1,16.8,1493.0,110.0,5.0,4000.0,173.0
397,Maruti Alto 800 LXI,2018.0,270000.0,20000.0,3,1,1,0,24.7,796.0,47.3,5.0,4500.0,109.0
398,Maruti Swift VXI BSIII W/ ABS,2006.0,215000.0,102000.0,3,1,1,4,16.1,1298.0,88.2,5.0,4500.0,109.0
399,Maruti Swift Dzire AMT VXI BS IV,2018.0,700000.0,7800.0,3,1,0,0,22.0,1197.0,81.8,5.0,4000.0,115.0
400,Tata Indigo CS LS DiCOR,2010.0,150000.0,70000.0,1,1,1,4,15.7,1405.0,70.0,5.0,4000.0,115.0
401,Maruti Swift VXI Optional,2017.0,500000.0,20000.0,3,1,1,0,20.4,1197.0,81.8,5.0,3000.0,320.0
402,Tata Indigo LX,2008.0,85000.0,120000.0,1,1,1,0,17.0,1405.0,70.0,5.0,3000.0,320.0
403,Tata Hexa XE,2019.0,1250000.0,15000.0,1,1,1,0,17.6,2179.0,147.94,7.0,3000.0,62.0
404,Mitsubishi Lancer 2.0 GLd,1999.0,150000.0,198000.0,1,1,1,2,14.8,1998.0,68.0,5.0,3000.0,62.0
405,Hyundai i20 Magna,2013.0,320000.0,31377.0,3,1,1,2,18.5,1197.0,82.85,5.0,4386.0,72.0
406,Skoda Octavia L and K 1.9 TDI MT,2005.0,250000.0,120000.0,1,1,1,4,16.4,1896.0,90.0,5.0,4386.0,72.0
